fare_amount,pickup_longitude,pickup_latitude,passenger_count,hour,day,month,season,cluster
14.0,-73.98763199999999,40.771295,2.0,14,4,1,winter,6
7.7,-73.968188,40.766462,1.0,20,0,7,summer,6
6.0,-73.986542,40.762275,6.0,23,0,1,winter,6
8.9,-73.992077,40.748999,1.0,10,0,7,summer,6
35.07,-73.862858,40.76906,5.0,20,0,11,autumn,4
4.5,-73.955444,40.779418,1.0,0,4,11,autumn,6
4.9,-73.99408000000001,40.751279,1.0,6,4,3,spring,6
8.5,-74.002465,40.734178,1.0,16,5,12,winter,6
6.1,-73.984088,40.780268,5.0,21,5,1,winter,6
12.1,-74.005016,40.748016,1.0,13,5,6,summer,6
19.0,-74.010293,40.711985,1.0,6,5,10,autumn,6
6.0,-73.988714,40.748696,1.0,19,6,5,spring,6
27.3,-73.978819,40.736434,2.0,14,2,7,summer,6
8.3,-73.967438,40.76363,1.0,16,4,4,spring,6
18.5,-74.00636899999999,40.74442,1.0,0,5,11,autumn,6
6.9,-73.980292,40.748348,1.0,13,5,12,winter,6
25.5,-74.010486,40.709335,1.0,17,1,7,summer,6
3.5,-73.962994,40.77677,2.0,13,1,4,spring,6
7.3,-73.973102,40.780263,5.0,20,5,5,spring,6
49.8,-73.9826,40.742745,5.0,16,2,5,spring,6
25.5,-73.974126,40.763606,2.0,21,2,12,winter,6
6.0,-73.993987,40.735505,3.0,15,0,4,spring,6
16.0,-73.98998399999999,40.733952,2.0,23,4,7,summer,6
9.5,-73.952387,40.777237,1.0,19,6,1,winter,6
10.0,-73.976155,40.737552,1.0,8,3,9,autumn,6
6.0,-73.978514,40.752403,2.0,13,2,1,winter,6
14.9,-73.996837,40.714905,1.0,0,2,10,autumn,6
4.1,-73.990822,40.74524,6.0,8,4,5,spring,6
9.0,-73.991098,40.73383,5.0,2,4,9,autumn,6
6.0,-74.00750500000001,40.705382,1.0,6,3,5,spring,6
24.5,-74.00588,40.725744,1.0,5,3,7,summer,6
5.3,-74.005038,40.75149,5.0,4,6,8,summer,6
8.1,-74.005336,40.751325,1.0,4,5,5,spring,6
13.5,-73.959627,40.718085,1.0,23,4,3,spring,5
8.5,-73.97815899999999,40.745697,1.0,6,1,8,summer,6
14.9,-74.00353199999999,40.70783,1.0,11,1,10,autumn,6
8.0,-73.972887,40.748425,1.0,9,2,11,autumn,6
5.7,-73.984673,40.765029,1.0,9,1,3,spring,6
8.5,-73.968345,40.75533,2.0,19,4,5,spring,6
6.5,-73.994978,40.760605,5.0,15,2,5,spring,6
8.9,-73.981226,40.741041,3.0,21,0,6,summer,6
9.7,-73.98671999999999,40.747462,5.0,21,5,3,spring,6
5.5,-73.98030853271484,40.77540969848633,2.0,8,3,6,summer,6
15.5,-73.95429,40.78975,5.0,11,1,12,winter,6
11.7,-73.965367,40.761062,1.0,13,4,12,winter,6
15.5,-74.00710699999999,40.716067,1.0,2,6,11,autumn,6
5.5,-73.99296899999999,40.748151,1.0,9,2,10,autumn,6
8.5,-73.9856,40.747015000000005,1.0,15,0,7,summer,6
7.5,-73.97369499999999,40.76085,1.0,19,1,1,winter,6
11.3,-73.996873,40.747525,1.0,8,1,2,winter,6
12.9,-73.976928,40.779943,1.0,20,1,9,autumn,6
19.0,-73.966894,40.756502000000005,1.0,0,1,9,autumn,6
5.3,-73.9864,40.74,2.0,4,6,10,autumn,6
10.5,-73.9825,40.771487,1.0,21,5,8,summer,6
6.1,-73.96479599999999,40.759917,2.0,20,4,8,summer,6
4.1,-73.982398,40.780785,1.0,10,1,11,autumn,6
19.0,-73.94993199999999,40.784464,1.0,22,5,11,autumn,6
22.5,-73.974785,40.756466,1.0,11,2,3,spring,6
3.5,-73.97148299999999,40.797828,1.0,15,0,2,winter,6
6.1,-73.98378199999999,40.743502,1.0,20,0,11,autumn,6
19.5,-73.95419311523438,40.7641716003418,1.0,9,3,5,spring,6
5.7,-73.991378,40.739392,1.0,9,1,10,autumn,6
11.3,-74.010145,40.729243,1.0,13,0,1,winter,6
6.9,-73.974502,40.793398,4.0,8,2,5,spring,6
4.1,-73.969196,40.760799,1.0,15,4,9,autumn,6
14.5,-73.99583299999999,40.764628,1.0,0,4,8,summer,6
7.7,-73.967672,40.787743,1.0,6,3,5,spring,6
5.3,-73.972702,40.75961,5.0,20,5,10,autumn,6
7.3,-73.945697,40.822883,1.0,7,3,4,spring,6
5.3,-73.963021,40.758588,1.0,7,1,6,summer,6
14.5,-73.956228,40.768185,1.0,18,6,6,summer,6
9.7,-73.95706899999999,40.766497,1.0,2,3,10,autumn,6
5.3,-73.960925,40.768887,3.0,14,0,11,autumn,6
4.1,-73.950408,40.780603,1.0,10,1,7,summer,6
24.67,-73.87100799999999,40.773805,1.0,15,6,11,autumn,3
14.5,-73.980452,40.748177,1.0,11,4,12,winter,6
6.5,-73.98481750488281,40.77938461303711,1.0,5,2,6,summer,6
8.0,-73.987337,40.747852,1.0,19,6,6,summer,6
21.5,-73.981575,40.732749,1.0,6,4,2,winter,6
5.3,-73.989295,40.764447,3.0,14,6,7,summer,6
16.0,-73.966882,40.757,2.0,21,4,10,autumn,6
6.9,-73.97486500000001,40.741918,1.0,19,6,7,summer,6
12.5,-73.982962,40.717712,1.0,19,5,11,autumn,6
4.1,-73.95307700000001,40.785908,1.0,23,6,8,summer,6
12.0,-73.991991,40.715827,1.0,7,3,8,summer,6
14.0,-73.971424,40.675956,1.0,7,4,3,spring,2
6.5,-73.973612,40.784312,1.0,10,4,1,winter,6
7.7,-73.97242800000001,40.744437,3.0,9,3,8,summer,6
12.5,-73.987898,40.775493,1.0,20,1,10,autumn,6
14.1,-73.92089399999999,40.767541,1.0,6,2,7,summer,1
14.5,-73.98758000000001,40.755437,1.0,18,4,2,winter,6
5.7,-73.977858,40.763875,1.0,8,0,3,spring,6
5.7,-73.988095,40.745365,1.0,18,0,9,autumn,6
9.7,-73.960488,40.818082,3.0,1,3,4,spring,6
15.7,-73.96730699999999,40.752595,1.0,1,6,2,winter,6
6.0,-74.01522800000001,40.709977,1.0,9,1,5,spring,6
8.9,-74.004467,40.742217,1.0,16,2,10,autumn,6
5.7,-73.985085,40.758897,1.0,15,4,7,summer,6
4.9,-73.988072,40.738243,1.0,15,5,2,winter,6
6.5,-73.982787,40.755279,1.0,9,2,12,winter,6
9.0,-73.995375,40.75988,1.0,7,2,9,autumn,6
12.5,-73.990578,40.761113,2.0,1,4,9,autumn,6
4.9,-73.987669,40.740864,1.0,15,5,2,winter,6
37.07,-73.863395,40.769838,1.0,9,1,7,summer,4
5.5,-73.994512,40.720577,3.0,0,2,7,summer,6
17.0,-73.977785,40.753457,5.0,10,3,3,spring,6
13.5,-73.98173,40.780640000000005,1.0,18,6,10,autumn,6
11.7,-73.950772,40.779158,1.0,9,5,3,spring,6
3.7,-73.995074,40.750006,1.0,11,2,4,spring,6
4.1,-73.964972,40.759773,1.0,22,1,4,spring,6
3.3,-73.967576,40.762498,1.0,13,6,1,winter,6
6.9,-73.995338,40.749772,1.0,20,1,2,winter,6
9.5,-73.98916,40.763025,1.0,23,0,9,autumn,6
4.9,-73.977228,40.752077,1.0,21,1,4,spring,6
7.5,-73.99771199999999,40.740957,1.0,14,6,3,spring,6
8.1,-73.982179,40.763599,1.0,8,3,4,spring,6
57.33,-73.784582,40.648622,2.0,15,0,6,summer,0
10.5,-73.977685,40.763823,1.0,0,2,6,summer,6
7.5,-74.000782,40.731840000000005,1.0,17,0,9,autumn,6
13.0,-73.951398,40.778687,1.0,11,5,9,autumn,6
11.7,-74.002604,40.719887,2.0,13,1,11,autumn,6
14.0,-73.990665,40.745817,1.0,14,4,11,autumn,6
4.5,-73.958965,40.781056,1.0,8,0,2,winter,6
8.5,-73.95461800000001,40.773935,1.0,11,1,9,autumn,6
35.33,-73.863325,40.769387,2.0,16,0,3,spring,4
3.7,-73.979698,40.743742,3.0,14,4,12,winter,6
11.0,-73.98819499999999,40.748622,2.0,13,6,7,summer,6
12.9,-74.00394200000001,40.725678,1.0,22,4,7,summer,6
13.5,-74.003008,40.749802,4.0,8,1,10,autumn,6
16.0,-73.962879,40.778409,2.0,12,4,12,winter,6
5.7,-74.00115500000001,40.742402,1.0,18,5,1,winter,6
8.9,-73.987871,40.740798,4.0,17,5,6,summer,6
25.07,-73.871033,40.773793,1.0,13,1,12,winter,3
8.1,-73.985547,40.731601,1.0,1,5,6,summer,6
7.0,-73.963975,40.776668,3.0,19,6,4,spring,6
6.9,-73.962868,40.794098,2.0,21,6,8,summer,6
9.5,-73.988249,40.779449,1.0,8,5,12,winter,6
3.5,-73.95600891113281,40.78167343139648,5.0,15,0,4,spring,6
12.1,-74.002223,40.739552,1.0,3,6,7,summer,6
13.5,-73.982817,40.747523,1.0,20,1,9,autumn,6
10.1,-73.978873,40.757643,1.0,17,6,4,spring,6
17.0,-74.00065500000001,40.720872,1.0,2,5,10,autumn,6
8.5,-73.9743,40.742377000000005,1.0,20,0,10,autumn,6
7.7,-74.00395,40.742907,1.0,17,0,8,summer,6
11.7,-73.975463,40.76271,5.0,1,5,2,winter,6
11.0,-73.993315,40.752342,1.0,12,0,4,spring,6
9.7,-73.955665,40.773624,2.0,21,6,9,autumn,6
8.0,-73.993503,40.72141,5.0,15,5,6,summer,6
4.1,-73.973034,40.790218,1.0,20,6,5,spring,6
7.3,-73.970715,40.759318,1.0,0,0,6,summer,6
4.5,-73.994862,40.73148,2.0,18,1,7,summer,6
6.9,-74.009478,40.715263,1.0,19,2,3,spring,6
8.9,-73.987723,40.749375,1.0,19,1,2,winter,6
7.5,-73.98918,40.758777,1.0,11,3,10,autumn,6
6.5,-73.980871,40.744671,1.0,23,4,1,winter,6
5.3,-73.954128,40.811465000000005,6.0,3,3,5,spring,6
8.1,-73.944102,40.790153,1.0,23,3,11,autumn,6
7.0,-73.970905,40.794253000000005,1.0,17,3,1,winter,6
4.9,-73.967271,40.756826,1.0,1,2,5,spring,6
10.0,-73.95567321777344,40.779273986816406,1.0,21,2,2,winter,6
5.7,-73.97001800000001,40.756891,1.0,0,1,4,spring,6
10.5,-73.960505,40.781374,1.0,16,1,3,spring,6
4.5,-73.962295,40.772967,5.0,14,3,1,winter,6
3.7,-73.990967,40.723882,1.0,3,5,10,autumn,6
5.7,-73.973395,40.738187,1.0,14,1,6,summer,6
5.7,-73.977362,40.7743,2.0,21,3,8,summer,6
5.7,-73.973017,40.748567,5.0,18,6,8,summer,6
10.9,-73.975287,40.733027,1.0,9,6,3,spring,6
16.9,-74.013886,40.713912,1.0,16,2,11,autumn,6
8.5,-73.970826,40.751794,1.0,14,3,10,autumn,6
5.3,-74.00071700000001,40.732127,3.0,21,2,10,autumn,6
4.5,-74.002022,40.72404,1.0,12,0,6,summer,6
11.3,-73.870633,40.773517,1.0,8,3,9,autumn,3
8.5,-73.99773,40.75657,1.0,20,6,6,summer,6
6.1,-74.001545,40.735246,4.0,19,5,3,spring,6
3.3,-73.986757,40.744757,1.0,19,4,10,autumn,6
5.3,-74.011607,40.710565,5.0,18,0,5,spring,6
6.5,-73.9808120727539,40.75371551513672,1.0,11,1,6,summer,6
26.1,-73.776772,40.645278000000005,5.0,21,4,11,autumn,0
6.1,-73.997518,40.720985,1.0,20,2,11,autumn,6
11.5,-73.970247,40.78413,6.0,15,6,12,winter,6
9.0,-74.00782,40.732203000000005,1.0,14,6,2,winter,6
7.7,-73.969887,40.756832,2.0,20,0,12,winter,6
14.0,-73.98745600000001,40.738534,1.0,23,0,3,spring,6
30.1,-73.968118,40.762640000000005,2.0,21,5,9,autumn,6
8.0,-73.990527,40.73497,2.0,7,2,11,autumn,6
4.1,-73.966406,40.764649,1.0,11,1,4,spring,6
20.9,-73.96514300000001,40.755236,1.0,6,4,9,autumn,6
12.5,-73.98157501220702,40.74091339111328,1.0,21,6,6,summer,6
4.5,-73.98626,40.767262,1.0,11,6,5,spring,6
12.0,-73.98246002197266,40.77299880981445,1.0,19,1,1,winter,6
9.0,-73.961962,40.763826,1.0,20,0,2,winter,6
17.3,-73.966513,40.793357,1.0,1,5,4,spring,6
11.0,-73.968412,40.76148,1.0,19,0,6,summer,6
4.5,-73.970423,40.758277,2.0,20,1,11,autumn,6
9.5,-73.94400999999999,40.795482,1.0,10,5,7,summer,6
3.5,-74.016545,40.716642,1.0,8,5,9,autumn,6
9.3,-73.97760799999999,40.753076,1.0,19,1,3,spring,6
3.7,-73.973788,40.755247,1.0,22,0,6,summer,6
6.0,-73.967702,40.77162,1.0,15,6,5,spring,6
11.3,-73.994033,40.751195,1.0,11,3,6,summer,6
3.5,-73.95137023925781,40.78535461425781,5.0,19,5,4,spring,6
8.5,-73.97508499999999,40.777443,5.0,18,5,11,autumn,6
4.0,-73.991098,40.751417,4.0,19,1,2,winter,6
8.9,-73.953808,40.78538,1.0,11,3,10,autumn,6
14.9,-73.98295300000001,40.73142,1.0,16,1,8,summer,6
57.33,-73.7816848754883,40.644695281982415,1.0,5,1,3,spring,0
5.0,-73.9963150024414,40.72549819946289,1.0,21,2,4,spring,6
22.5,-73.987993,40.745812,3.0,3,6,6,summer,6
4.9,-73.954598,40.773662,2.0,5,6,10,autumn,6
8.9,-74.000075,40.734855,1.0,1,4,7,summer,6
20.5,-73.990593,40.757068,5.0,22,4,10,autumn,6
4.1,-73.993999,40.744071000000005,1.0,13,6,9,autumn,6
14.0,-73.990884,40.755975,1.0,21,3,2,winter,6
14.1,-73.95379799999999,40.789647,1.0,17,6,11,autumn,6
7.3,-73.97930699999999,40.761126,1.0,21,2,3,spring,6
6.5,-73.974436,40.783397,1.0,13,6,10,autumn,6
10.1,-73.990207,40.731953,1.0,21,4,6,summer,6
32.65,-73.865527,40.770474,1.0,7,0,2,winter,4
9.7,-73.975183,40.750957,1.0,18,6,9,autumn,6
8.0,-73.961215,40.765037,1.0,9,3,8,summer,6
13.5,-73.98979949951173,40.77078628540039,1.0,8,0,6,summer,6
8.9,-74.005392,40.73949,1.0,3,5,5,spring,6
9.5,-74.015107,40.708588,1.0,20,5,9,autumn,6
10.5,-73.972612,40.780914,1.0,17,0,6,summer,6
9.3,-73.97800699999999,40.748807,3.0,19,4,6,summer,6
12.5,-73.995745,40.724592,4.0,19,4,5,spring,6
5.3,-73.99595,40.764277,1.0,23,0,10,autumn,6
13.0,-73.989494,40.702408,1.0,21,1,12,winter,2
3.7,-74.015462,40.709863,2.0,23,5,7,summer,6
6.1,-73.98722,40.753283,2.0,15,2,3,spring,6
6.0,-73.981696,40.736983,1.0,0,4,6,summer,6
4.5,-73.961229,40.769301,1.0,14,5,3,spring,6
17.5,-73.99039459228516,40.71902847290039,1.0,18,1,1,winter,6
6.5,-73.972611,40.753068,1.0,20,0,5,spring,6
12.5,-74.006006,40.735779,1.0,11,3,3,spring,6
5.5,-74.003552,40.727774,1.0,9,0,9,autumn,6
45.0,-73.78663,40.640133,1.0,14,0,11,autumn,0
13.5,-73.988285,40.731437,1.0,17,3,12,winter,6
7.5,-73.955477,40.776785,1.0,7,1,11,autumn,6
4.5,-73.995087,40.739672,1.0,8,5,11,autumn,6
8.9,-73.974478,40.756878,1.0,20,2,2,winter,6
10.1,-73.862769,40.769078,1.0,18,6,3,spring,4
6.5,-73.98380279541014,40.76213073730469,2.0,22,5,3,spring,6
5.7,-73.995354,40.723226,2.0,22,2,8,summer,6
105.33,-73.870023,40.771434,1.0,22,3,3,spring,4
8.0,-73.98705,40.740523,1.0,14,5,8,summer,6
8.5,-73.995478,40.723333,2.0,15,1,12,winter,6
52.0,-73.78785400000001,40.647472,1.0,9,2,10,autumn,0
4.5,-73.97779,40.762343,1.0,10,2,9,autumn,6
8.1,-73.999818,40.728413,1.0,6,5,2,winter,6
11.3,-73.863795,40.771805,1.0,15,2,5,spring,4
57.33,-73.78115,40.644982,2.0,19,0,1,winter,0
7.0,-73.92400360107422,40.76133728027344,1.0,8,5,2,winter,1
4.1,-73.971367,40.751515000000005,1.0,20,1,1,winter,6
4.5,-73.961274,40.760911,1.0,8,2,4,spring,6
13.5,-74.008095,40.738890000000005,2.0,6,0,12,winter,6
8.1,-73.970555,40.785922,5.0,8,5,8,summer,6
6.5,-73.9695,40.7585,1.0,19,2,12,winter,6
8.0,-73.988732,40.736867,1.0,11,2,1,winter,6
7.7,-73.93944499999999,40.750082,1.0,1,0,8,summer,1
11.3,-73.98530799999999,40.73189,1.0,2,6,5,spring,6
6.5,-73.97438000000001,40.755005,1.0,14,6,10,autumn,6
14.5,-73.991795,40.753265,1.0,15,2,11,autumn,6
5.7,-73.94587800000001,40.778039,1.0,18,0,10,autumn,6
7.7,-74.01051700000001,40.711302,1.0,11,4,1,winter,6
9.3,-73.95700699999999,40.774845,5.0,8,1,5,spring,6
32.9,-74.00031899999999,40.738234000000006,1.0,15,2,11,autumn,6
6.5,-73.98186700000001,40.78035,2.0,10,2,12,winter,6
8.9,-73.97450699999999,40.75552,1.0,18,5,7,summer,6
20.1,-73.9651,40.759907,1.0,22,4,7,summer,6
6.5,-73.99025999999999,40.761727,1.0,18,4,1,winter,6
5.7,-73.971017,40.765373,1.0,7,1,2,winter,6
6.5,-73.9364,40.79455,2.0,23,1,8,summer,6
5.0,-74.0053176879883,40.720306396484375,1.0,15,4,1,winter,6
5.3,-73.978595,40.745203,2.0,4,3,1,winter,6
8.0,-73.997483,40.741733,1.0,0,4,5,spring,6
6.9,-73.966072,40.755353,1.0,14,1,10,autumn,6
11.7,-73.97793,40.763633,6.0,2,2,11,autumn,6
13.3,-73.98477199999999,40.724462,1.0,9,2,9,autumn,6
17.5,-74.015197,40.713758,1.0,12,4,9,autumn,6
10.1,-73.990615,40.746206,1.0,15,0,4,spring,6
4.1,-73.988382,40.769313,1.0,0,5,12,winter,6
11.3,-73.968882,40.766740000000006,1.0,23,5,8,summer,6
11.5,-73.998717,40.681412,1.0,20,5,11,autumn,2
11.5,-73.966323,40.762313,1.0,17,1,6,summer,6
8.9,-74.01539,40.713932,5.0,19,6,4,spring,6
4.9,-74.00411700000001,40.729875,6.0,12,1,9,autumn,6
11.3,-74.01657,40.716013,3.0,20,0,9,autumn,6
14.0,-74.00501251220702,40.74661636352539,2.0,11,0,5,spring,6
18.9,-74.009194,40.738228,1.0,2,5,3,spring,6
7.7,-74.002859,40.733678000000005,1.0,9,3,5,spring,6
4.9,-73.99553399999999,40.744391,1.0,15,0,9,autumn,6
7.5,-74.00336,40.75005,1.0,18,0,3,spring,6
4.9,-73.984335,40.756949,3.0,23,0,1,winter,6
5.5,-73.968017578125,40.75589370727539,1.0,20,2,2,winter,6
10.1,-74.001788,40.739543,1.0,15,5,12,winter,6
5.5,-73.98774,40.732648,2.0,1,6,3,spring,6
6.1,-73.987848,40.747978,1.0,12,1,7,summer,6
9.3,-73.984117,40.729302,1.0,21,1,8,summer,6
5.3,-73.995627,40.754397,1.0,0,6,7,summer,6
20.9,-73.94923100000001,40.781926,1.0,10,1,12,winter,6
5.5,-73.97815704345702,40.78630065917969,5.0,19,1,6,summer,6
7.7,-73.982365,40.731435,1.0,13,3,9,autumn,6
5.3,-73.999597,40.73116,1.0,22,3,7,summer,6
9.0,-73.991692,40.747238,1.0,13,2,11,autumn,6
6.9,-74.014932,40.716112,1.0,19,5,7,summer,6
28.04,-73.8743896484375,40.77399826049805,1.0,23,5,4,spring,3
18.5,-73.99982,40.738457,3.0,22,1,5,spring,6
9.3,-73.981992,40.757513,1.0,9,3,4,spring,6
12.0,-74.014572,40.716497,5.0,19,1,9,autumn,6
6.0,-73.97397,40.75138,2.0,19,1,4,spring,6
6.1,-73.961448,40.765243,1.0,14,1,12,winter,6
6.0,-73.999257,40.730912,5.0,23,1,8,summer,6
6.5,-73.995623,40.73262,1.0,18,1,7,summer,6
4.0,-73.941377,40.792017,1.0,8,4,12,winter,6
36.83,-73.991287,40.75552,1.0,22,2,10,autumn,6
7.5,-73.987075,40.747885,3.0,22,3,1,winter,6
17.3,-74.001959,40.745715,1.0,23,4,6,summer,6
7.0,-74.002931,40.733533,1.0,10,2,10,autumn,6
6.1,-73.983674,40.761453,1.0,10,2,3,spring,6
8.9,-73.990732,40.756085,1.0,13,5,6,summer,6
6.5,-73.99575300000001,40.726567,1.0,12,4,10,autumn,6
6.5,-73.995324,40.739432,2.0,18,4,10,autumn,6
15.3,-74.001979,40.715316,1.0,17,3,2,winter,6
5.5,-73.954983,40.782721,2.0,17,1,12,winter,6
26.5,-73.99259185791014,40.74274444580078,1.0,12,3,4,spring,6
11.0,-74.005961,40.740192,1.0,3,5,1,winter,6
10.1,-73.977587,40.764678,1.0,16,5,6,summer,6
15.0,-73.986837,40.758025,5.0,21,4,10,autumn,6
14.0,-73.981825,40.736522,2.0,17,6,6,summer,6
6.5,-73.97636,40.788171000000006,1.0,12,3,10,autumn,6
7.5,-73.96043,40.778925,2.0,9,1,9,autumn,6
7.3,-74.001855,40.741095,1.0,21,5,7,summer,6
6.1,-73.983317,40.744075,2.0,1,5,3,spring,6
8.0,-73.969838,40.763552,1.0,17,0,8,summer,6
4.1,-73.99888299999999,40.734148,1.0,10,1,12,winter,6
12.5,-74.00145699999999,40.747237,1.0,9,2,4,spring,6
21.5,-74.004015,40.707622,2.0,11,1,10,autumn,6
7.3,-73.981562,40.766717,3.0,17,5,5,spring,6
9.7,-74.005429,40.728514,1.0,12,1,6,summer,6
45.54,-73.87451934814453,40.77400970458984,2.0,23,3,5,spring,3
24.5,-74.00473000000001,40.712588,1.0,23,4,11,autumn,6
16.5,-73.955425,40.714076,1.0,22,6,2,winter,5
5.3,-73.959827,40.767917,1.0,6,1,8,summer,6
9.7,-74.016793,40.707449,1.0,10,0,5,spring,6
9.7,-73.977937,40.752448,1.0,20,0,2,winter,6
6.5,-74.001407,40.75152,2.0,11,5,11,autumn,6
4.0,-73.967309,40.757007,1.0,5,3,1,winter,6
3.5,-73.965907,40.754235,1.0,10,1,4,spring,6
6.5,-73.95449599999999,40.789738,1.0,13,0,12,winter,6
7.5,-73.995363,40.68817,3.0,0,5,8,summer,2
8.1,-73.96894499999999,40.761528000000006,5.0,19,3,7,summer,6
5.5,-73.976835,40.739457,1.0,0,3,12,winter,6
15.0,-73.98763199999999,40.750162,1.0,21,5,1,winter,6
10.5,-74.00768000000001,40.72583,1.0,7,3,1,winter,6
4.0,-73.981163,40.737572,1.0,11,6,4,spring,6
16.5,-73.977355,40.779493,1.0,20,2,4,spring,6
12.0,-73.993945,40.68152,2.0,21,2,8,summer,2
8.1,-73.97437,40.753963,5.0,12,2,8,summer,6
7.0,-73.97776794433594,40.75999450683594,2.0,2,4,1,winter,6
5.3,-73.959058,40.763438,1.0,17,3,12,winter,6
8.1,-73.99084,40.73446,2.0,19,6,10,autumn,6
7.7,-73.983254,40.781282,1.0,7,4,3,spring,6
10.5,-73.971542,40.754404,2.0,13,2,5,spring,6
6.9,-73.958324,40.781483,1.0,14,1,9,autumn,6
3.3,-73.99149200000001,40.749915,1.0,22,0,8,summer,6
24.5,-73.9730453491211,40.75293350219727,3.0,4,6,3,spring,6
2.5,-73.988589,40.748559,1.0,12,3,4,spring,6
21.0,-73.94625699999999,40.77257,1.0,15,2,9,autumn,6
8.5,-73.977065,40.75029,1.0,0,4,9,autumn,6
6.0,-73.993318,40.735834,1.0,12,6,1,winter,6
5.3,-73.99047,40.737137,5.0,14,2,4,spring,6
8.9,-74.01198199999999,40.713766,1.0,11,4,4,spring,6
26.9,-73.971849,40.746781,1.0,13,1,4,spring,6
17.0,-73.98003800000001,40.73517,5.0,8,1,12,winter,6
17.0,-73.990105,40.767017,1.0,4,2,7,summer,6
7.3,-74.005402,40.70898,1.0,2,6,8,summer,6
5.0,-73.965618,40.758906,1.0,20,5,9,autumn,6
11.7,-73.964989,40.755833,1.0,12,4,4,spring,6
6.5,-73.982389,40.774082,1.0,11,5,4,spring,6
13.5,-73.98252,40.735577,2.0,19,4,9,autumn,6
3.7,-73.97733199999999,40.789647,2.0,15,2,8,summer,6
13.0,-73.983317,40.766555,1.0,11,0,4,spring,6
5.7,-73.99441,40.726277,1.0,22,3,9,autumn,6
10.5,-73.98841999999999,40.737225,1.0,19,5,4,spring,6
4.9,-73.973282,40.779978,1.0,13,3,12,winter,6
18.1,-74.00468599999999,40.737686,2.0,21,6,1,winter,6
14.0,-73.979057,40.761542,1.0,12,2,1,winter,6
7.5,-73.988467,40.737218,1.0,21,5,2,winter,6
7.7,-73.978617,40.74746,5.0,0,5,8,summer,6
11.7,-73.977899,40.786991,1.0,21,0,7,summer,6
5.7,-73.97198900000001,40.781777000000005,1.0,15,5,1,winter,6
57.33,-73.788685,40.642647,1.0,10,5,4,spring,0
4.0,-73.99259185791014,40.74290466308594,1.0,9,1,6,summer,6
5.1,-73.99918100000001,40.72818,1.0,16,1,2,winter,6
9.5,-74.014702,40.704577,1.0,15,0,7,summer,6
8.5,-74.010892,40.713267,1.0,17,4,8,summer,6
3.7,-73.98249200000001,40.731338,1.0,13,1,10,autumn,6
3.5,-73.97484,40.790705,1.0,12,3,6,summer,6
19.0,-73.98212432861328,40.76287841796875,4.0,1,2,4,spring,6
5.5,-73.996328,40.753422,1.0,10,4,7,summer,6
3.5,-74.00240699999999,40.734272,1.0,7,4,2,winter,6
19.5,-74.004316,40.730728000000006,1.0,12,5,8,summer,6
16.0,-73.97772216796875,40.7537727355957,2.0,21,3,3,spring,6
6.5,-73.975095,40.755213,1.0,10,4,7,summer,6
57.54,-73.78453063964845,40.64858627319336,1.0,13,0,5,spring,0
13.0,-73.990234375,40.75624847412109,1.0,14,1,2,winter,6
3.7,-73.96048,40.770027,5.0,18,2,1,winter,6
17.3,-73.96058000000001,40.806742,1.0,14,5,8,summer,6
13.0,-73.947277,40.784257,5.0,8,3,2,winter,6
5.3,-73.98428,40.75459,1.0,11,0,2,winter,6
12.9,-73.985393,40.738432,1.0,23,5,9,autumn,6
3.5,-73.99674224853516,40.737468719482415,1.0,5,5,5,spring,6
5.5,-73.977138,40.758577,1.0,15,6,11,autumn,6
4.5,-73.985536,40.763515000000005,1.0,2,2,3,spring,6
9.0,-73.971878,40.794327,1.0,0,1,11,autumn,6
13.0,-73.993362,40.747235,1.0,13,3,1,winter,6
31.0,-73.87445,40.77402,2.0,0,2,7,summer,3
12.5,-73.99593353271484,40.764259338378906,5.0,20,4,6,summer,6
13.3,-73.988057,40.732218,1.0,14,4,3,spring,6
5.7,-73.969716,40.785446,1.0,20,1,5,spring,6
6.9,-73.971132,40.751163,1.0,20,3,12,winter,6
6.5,-73.98250999999999,40.768442,5.0,16,0,7,summer,6
7.5,-73.98758199999999,40.73555,2.0,19,4,5,spring,6
57.54,-73.78304290771484,40.64492416381836,1.0,18,3,4,spring,0
20.9,-73.976709,40.763806,1.0,17,6,6,summer,6
10.0,-73.979475,40.713685,1.0,20,5,12,winter,6
19.5,-73.97940200000001,40.755988,1.0,13,4,6,summer,6
41.83,-73.981812,40.763086,1.0,4,4,5,spring,6
11.5,-74.005292,40.725535,1.0,9,6,9,autumn,6
6.9,-73.970683,40.759593,1.0,21,1,9,autumn,6
5.0,-73.98389434814453,40.74884033203125,1.0,14,6,1,winter,6
6.1,-73.991185,40.730035,1.0,23,5,12,winter,6
8.5,-73.965923,40.765261,1.0,0,5,4,spring,6
11.7,-74.005575,40.741137,1.0,16,5,1,winter,6
8.1,-74.001302,40.74136,1.0,13,2,8,summer,6
4.5,-74.001888,40.740405,1.0,14,2,9,autumn,6
6.5,-73.97313299999999,40.750427,1.0,18,0,10,autumn,6
8.9,-73.963394,40.774078,1.0,16,5,12,winter,6
6.9,-73.99441999999999,40.732151,2.0,7,5,5,spring,6
12.1,-73.99403000000001,40.75125,1.0,9,0,10,autumn,6
15.0,-73.984615,40.767534000000005,1.0,2,5,1,winter,6
5.7,-73.975475,40.752665,1.0,13,6,7,summer,6
